pkid,sattag_program,device_id,ptt,body,device_wmo_ref,tag_type,common_name,species,release_lat,release_lon,release_site,state_country,release_date,recovery_date,age_class,sex,length,girth,estimated_mass,actual_mass,sample,comment,pi,institution,abstract,opendap_url,metadata
50,ct76,ct76-364r-11        ,9055961,11364,           ,SMRU CTD tag,Australian Sea Lion,Neophoca cinerea,-33.16,134.131,Nicolas Baudin Island,South Australia,11/2/11,,adult,male,196,121,,,D - tissue; whisker (stable isotope),Good condition adult males - just completed moult,Simon Goldsworthy,SARDI,CTD Satellite Relay Data Loggers are used to explore how marine mammal behaviour relates to their oceanic environment. Loggers developped at the University of St Andrews Sea Mammal Research Unit transmit data in near real time via the Argo satellite system,http://opendap-vpac.arcs.org.au/thredds/catalog/IMOS/AATAMS/marine_mammal_ctd-tag/2011_ct76_Australia/ct76-364r-11/,17278f13-5399-4961-8cc4-65a4e37c4f7e
51,ct76,ct76-402-11         ,55977,11402,           ,SMRU CTD tag,Australian Sea Lion,Neophoca cinerea,-36.062,137.48,Kangaroo Island,South Australia,23/3/11,11/7/11,adult,male,186,119,,,D - tissue; whisker (stable isotope),,Simon Goldsworthy,SARDI,CTD Satellite Relay Data Loggers are used to explore how marine mammal behaviour relates to their oceanic environment. Loggers developped at the University of St Andrews Sea Mammal Research Unit transmit data in near real time via the Argo satellite system,http://opendap-vpac.arcs.org.au/thredds/catalog/IMOS/AATAMS/marine_mammal_ctd-tag/2011_ct76_Australia/ct76-402-11/,2eee0b0c-e1b0-4f3b-a882-f1e0fe8b4c1a
52,ct76,ct76-825-11         ,55972,11825,           ,SMRU CTD tag,Australian Sea Lion,Neophoca cinerea,-32.507,133.25,West Island,South Australia,25/2/11,,adult,male,187,127,,,D - tissue; whisker (stable isotope),Just under full size male,Simon Goldsworthy,SARDI,CTD Satellite Relay Data Loggers are used to explore how marine mammal behaviour relates to their oceanic environment. Loggers developped at the University of St Andrews Sea Mammal Research Unit transmit data in near real time via the Argo satellite system,http://opendap-vpac.arcs.org.au/thredds/catalog/IMOS/AATAMS/marine_mammal_ctd-tag/2011_ct76_Australia/ct76-825-11/,5a8ecc88-67f1-44c2-8955-9677f93ad93b
93,ct77,ct77-167-12         ,113368,12167,Q9900484       ,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-66.333333,110.466667,Casey Station,Australia Antarctic Territory,17/3/12,,juvenile,male,2150,1520,320,341,Blubber; bloodspot; whisker (stable isotope),,Rob Harcourt,Macquarie University,CTD Satellite Relay Data Loggers are used to explore how marine mammal behaviour relates to their oceanic environment. Loggers developped at the University of St Andrews Sea Mammal Research Unit transmit data in near real time via the Argo satellite system,http://opendap-vpac.arcs.org.au/thredds/catalog/IMOS/AATAMS/marine_mammal_ctd-tag/2012_ct77_Casey/ct77-167-12/,848ce8c8-bf40-4e4a-b7be-1ff4f3957420
94,ct77,ct77-169-12         ,113377,12169,Q9900485       ,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-66.333333,110.466667,Casey Station,Australia Antarctic Territory,12/3/12,,juvenile,female,2250,1660,350,371,Blubber; bloodspot; whisker (stable isotope),,Rob Harcourt,Macquarie University,CTD Satellite Relay Data Loggers are used to explore how marine mammal behaviour relates to their oceanic environment. Loggers developped at the University of St Andrews Sea Mammal Research Unit transmit data in near real time via the Argo satellite system,http://opendap-vpac.arcs.org.au/thredds/catalog/IMOS/AATAMS/marine_mammal_ctd-tag/2012_ct77_Casey/ct77-169-12/,2f692c84-17c6-4c8e-9359-35291bddff67
95,ct77,ct77-170-12         ,113378,12170,Q9900486       ,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-66.333333,110.466667,Casey Station,Australia Antarctic Territory,8/3/12,,juvenile,male,2000,1460,300,343,Blubber; bloodspot; whisker (stable isotope),,Rob Harcourt,Macquarie University,CTD Satellite Relay Data Loggers are used to explore how marine mammal behaviour relates to their oceanic environment. Loggers developped at the University of St Andrews Sea Mammal Research Unit transmit data in near real time via the Argo satellite system,http://opendap-vpac.arcs.org.au/thredds/catalog/IMOS/AATAMS/marine_mammal_ctd-tag/2012_ct77_Casey/ct77-170-12/,383d436b-0a75-4ec9-862e-32931c5f8554
,ct77,ct77-170x-12,113378,12170,,,,,-66.333333,110.466667,,,,,,,,,,,,,Rob Harcourt,Macquarie University,,,
96,ct77,ct77-171-12         ,113366,12171,Q9900487       ,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-66.333333,110.466667,Casey Station,Australia Antarctic Territory,11/3/12,,juvenile,male,2470,1760,500,545,Blubber; bloodspot; whisker (stable isotope),,Rob Harcourt,Macquarie University,CTD Satellite Relay Data Loggers are used to explore how marine mammal behaviour relates to their oceanic environment. Loggers developped at the University of St Andrews Sea Mammal Research Unit transmit data in near real time via the Argo satellite system,http://opendap-vpac.arcs.org.au/thredds/catalog/IMOS/AATAMS/marine_mammal_ctd-tag/2012_ct77_Casey/ct77-171-12/,9dc658b5-83c0-47e7-8f07-a10786de3cbe
97,ct77,ct77-173-12         ,113370,12173,Q9900488       ,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-66.333333,110.466667,Casey Station,Australia Antarctic Territory,19/3/12,,juvenile,male,2190,1670,340,413,Blubber; bloodspot; whisker (stable isotope),,Rob Harcourt,Macquarie University,CTD Satellite Relay Data Loggers are used to explore how marine mammal behaviour relates to their oceanic environment. Loggers developped at the University of St Andrews Sea Mammal Research Unit transmit data in near real time via the Argo satellite system,http://opendap-vpac.arcs.org.au/thredds/catalog/IMOS/AATAMS/marine_mammal_ctd-tag/2012_ct77_Casey/ct77-173-12/,d528abcb-5eef-439b-a2ba-6d9875a0154d
98,ct77,ct77-177-12         ,113369,12177,Q9900489       ,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-66.333333,110.466667,Casey Station,Australia Antarctic Territory,13/3/12,,juvenile,male,2290,1680,450,451,Blubber; bloodspot; whisker (stable isotope),,Rob Harcourt,Macquarie University,CTD Satellite Relay Data Loggers are used to explore how marine mammal behaviour relates to their oceanic environment. Loggers developped at the University of St Andrews Sea Mammal Research Unit transmit data in near real time via the Argo satellite system,http://opendap-vpac.arcs.org.au/thredds/catalog/IMOS/AATAMS/marine_mammal_ctd-tag/2012_ct77_Casey/ct77-177-12/,358ad25c-24a0-40d9-83ec-a6aab1b09a9a
99,ct77,ct77-178-12         ,113375,12178,Q9900490       ,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-66.333333,110.466667,Casey Station,Australia Antarctic Territory,17/3/12,,juvenile,male,2290,1600,400,432,Blubber; bloodspot; whisker (stable isotope),,Rob Harcourt,Macquarie University,CTD Satellite Relay Data Loggers are used to explore how marine mammal behaviour relates to their oceanic environment. Loggers developped at the University of St Andrews Sea Mammal Research Unit transmit data in near real time via the Argo satellite system,http://opendap-vpac.arcs.org.au/thredds/catalog/IMOS/AATAMS/marine_mammal_ctd-tag/2012_ct77_Casey/ct77-178-12/,d965594d-cb4b-4b8b-8130-9fe22816e586
100,ct77,ct77-179-12         ,113365,12179,Q9900491       ,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-66.333333,110.466667,Casey Station,Australia Antarctic Territory,18/3/12,,juvenile,male,2070,1540,300,350,Blubber; bloodspot; whisker (stable isotope),,Rob Harcourt,Macquarie University,CTD Satellite Relay Data Loggers are used to explore how marine mammal behaviour relates to their oceanic environment. Loggers developped at the University of St Andrews Sea Mammal Research Unit transmit data in near real time via the Argo satellite system,http://opendap-vpac.arcs.org.au/thredds/catalog/IMOS/AATAMS/marine_mammal_ctd-tag/2012_ct77_Casey/ct77-179-12/,d41ff3fd-d2e7-4ba6-802f-4e6355f3d8a8
101,ct77,ct77-180-12         ,113367,12180,Q9900492       ,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-66.333333,110.466667,Casey Station,Australia Antarctic Territory,13/3/12,,juvenile,male,2010,1460,300,325,Blubber; bloodspot; whisker (stable isotope),,Rob Harcourt,Macquarie University,CTD Satellite Relay Data Loggers are used to explore how marine mammal behaviour relates to their oceanic environment. Loggers developped at the University of St Andrews Sea Mammal Research Unit transmit data in near real time via the Argo satellite system,http://opendap-vpac.arcs.org.au/thredds/catalog/IMOS/AATAMS/marine_mammal_ctd-tag/2012_ct77_Casey/ct77-180-12/,ccda1301-52f4-4de9-b8df-d4c0882dfcc5
102,ct77,ct77-181-12         ,113376,12181,Q9900493       ,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-66.333333,110.466667,Casey Station,Australia Antarctic Territory,19/3/12,,juvenile,female,2110,1570,320,318,Blubber; bloodspot; whisker (stable isotope),,Rob Harcourt,Macquarie University,CTD Satellite Relay Data Loggers are used to explore how marine mammal behaviour relates to their oceanic environment. Loggers developped at the University of St Andrews Sea Mammal Research Unit transmit data in near real time via the Argo satellite system,http://opendap-vpac.arcs.org.au/thredds/catalog/IMOS/AATAMS/marine_mammal_ctd-tag/2012_ct77_Casey/ct77-181-12/,0c9cd0fa-32dc-4902-859c-eddf78978d13
103,ct77,ct77-182-12         ,113364,12182,Q9900494       ,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-66.333333,110.466667,Casey Station,Australia Antarctic Territory,18/3/12,,juvenile,male,2570,1760,600,624,Blubber; bloodspot; whisker (stable isotope),,Rob Harcourt,Macquarie University,CTD Satellite Relay Data Loggers are used to explore how marine mammal behaviour relates to their oceanic environment. Loggers developped at the University of St Andrews Sea Mammal Research Unit transmit data in near real time via the Argo satellite system,http://opendap-vpac.arcs.org.au/thredds/catalog/IMOS/AATAMS/marine_mammal_ctd-tag/2012_ct77_Casey/ct77-182-12/,2b6dad75-772c-4d4f-b3bc-34b3d4b26beb
,ct77,ct77-182x-12,113364,12182,,,,,-66.333333,110.466667,,,,,,,,,,,,,Rob Harcourt,Macquarie University,,,
104,ct77,ct77-183-12         ,113371,12183,Q9900495       ,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-66.333333,110.466667,Casey Station,Australia Antarctic Territory,20/3/12,,juvenile,male,2600,1780,550,573,Blubber; bloodspot; whisker (stable isotope),,Rob Harcourt,Macquarie University,CTD Satellite Relay Data Loggers are used to explore how marine mammal behaviour relates to their oceanic environment. Loggers developped at the University of St Andrews Sea Mammal Research Unit transmit data in near real time via the Argo satellite system,http://opendap-vpac.arcs.org.au/thredds/catalog/IMOS/AATAMS/marine_mammal_ctd-tag/2012_ct77_Casey/ct77-183-12/,d8c1f1a6-7302-4015-ba97-05e4009c3a11
105,ct77,ct77-184-12         ,113372,12184,Q9900496       ,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-66.333333,110.466667,Casey Station,Australia Antarctic Territory,20/3/12,,juvenile,male,2520,1790,450,495,Blubber; bloodspot; whisker (stable isotope),,Rob Harcourt,Macquarie University,CTD Satellite Relay Data Loggers are used to explore how marine mammal behaviour relates to their oceanic environment. Loggers developped at the University of St Andrews Sea Mammal Research Unit transmit data in near real time via the Argo satellite system,http://opendap-vpac.arcs.org.au/thredds/catalog/IMOS/AATAMS/marine_mammal_ctd-tag/2012_ct77_Casey/ct77-184-12/,15a1e8c5-31b9-4fe9-bee0-5d5bfc465db6
106,ct77,ct77-185-12         ,113374,12185,Q9900497       ,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-66.333333,110.466667,Casey Station,Australia Antarctic Territory,20/3/12,,juvenile,male,2020,1530,320,322,Blubber; bloodspot; whisker (stable isotope),,Rob Harcourt,Macquarie University,CTD Satellite Relay Data Loggers are used to explore how marine mammal behaviour relates to their oceanic environment. Loggers developped at the University of St Andrews Sea Mammal Research Unit transmit data in near real time via the Argo satellite system,http://opendap-vpac.arcs.org.au/thredds/catalog/IMOS/AATAMS/marine_mammal_ctd-tag/2012_ct77_Casey/ct77-185-12/,e36b5f61-e3af-42b2-a710-0cd6ef78faf1
107,ct77,ct77-469-12         ,54591,11469,Q9900498       ,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-66.333333,110.466667,Casey Station,Australia Antarctic Territory,5/3/12,,juvenile,male,2890,2030,600,709,Blubber; bloodspot; whisker (stable isotope),,Rob Harcourt,Macquarie University,CTD Satellite Relay Data Loggers are used to explore how marine mammal behaviour relates to their oceanic environment. Loggers developped at the University of St Andrews Sea Mammal Research Unit transmit data in near real time via the Argo satellite system,http://opendap-vpac.arcs.org.au/thredds/catalog/IMOS/AATAMS/marine_mammal_ctd-tag/2012_ct77_Casey/ct77-469-12/,53c809a5-cb20-498b-9341-d26f2adcb936
108,ct77,ct77-473-12         ,54633,11473,Q9900499       ,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-66.333333,110.466667,Casey Station,Australia Antarctic Territory,2/3/12,,juvenile,male,2850,2150,700,780,Blubber; bloodspot; whisker (stable isotope),,Rob Harcourt,Macquarie University,CTD Satellite Relay Data Loggers are used to explore how marine mammal behaviour relates to their oceanic environment. Loggers developped at the University of St Andrews Sea Mammal Research Unit transmit data in near real time via the Argo satellite system,http://opendap-vpac.arcs.org.au/thredds/catalog/IMOS/AATAMS/marine_mammal_ctd-tag/2012_ct77_Casey/ct77-473-12/,998ce776-77ca-4d94-9c54-7a39cf394e1e
109,ct77,ct77-485-12         ,54618,11485,Q9900500       ,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-66.333333,110.466667,Casey Station,Australia Antarctic Territory,5/3/12,,juvenile,male,2230,1600,300,385,Blubber; bloodspot; whisker (stable isotope),,Rob Harcourt,Macquarie University,CTD Satellite Relay Data Loggers are used to explore how marine mammal behaviour relates to their oceanic environment. Loggers developped at the University of St Andrews Sea Mammal Research Unit transmit data in near real time via the Argo satellite system,http://opendap-vpac.arcs.org.au/thredds/catalog/IMOS/AATAMS/marine_mammal_ctd-tag/2012_ct77_Casey/ct77-485-12/,4cb43d3e-b74f-40d0-8c5c-44b28b604858
110,ct77,ct77-492-12         ,54720,11492,Q9900501       ,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-66.333333,110.466667,Casey Station,Australia Antarctic Territory,4/3/12,,juvenile,male,2710,1760,600,496,Blubber; bloodspot; whisker (stable isotope),,Rob Harcourt,Macquarie University,CTD Satellite Relay Data Loggers are used to explore how marine mammal behaviour relates to their oceanic environment. Loggers developped at the University of St Andrews Sea Mammal Research Unit transmit data in near real time via the Argo satellite system,http://opendap-vpac.arcs.org.au/thredds/catalog/IMOS/AATAMS/marine_mammal_ctd-tag/2012_ct77_Casey/ct77-492-12/,e05e620f-6885-4239-a5da-2c6cf097c6c5
111,ct77,ct77-652-12         ,104916,11652,Q9900502       ,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-66.333333,110.466667,Casey Station,Australia Antarctic Territory,6/3/12,,juvenile,male,2440,1720,400,479,Blubber; bloodspot; whisker (stable isotope),,Rob Harcourt,Macquarie University,CTD Satellite Relay Data Loggers are used to explore how marine mammal behaviour relates to their oceanic environment. Loggers developped at the University of St Andrews Sea Mammal Research Unit transmit data in near real time via the Argo satellite system,http://opendap-vpac.arcs.org.au/thredds/catalog/IMOS/AATAMS/marine_mammal_ctd-tag/2012_ct77_Casey/ct77-652-12/,b83dea7a-ff8f-4ac0-b545-da3f489f9303
112,ct77,ct77-701-12         ,104936,11701,Q9900503       ,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-66.333333,110.466667,Casey Station,Australia Antarctic Territory,24/2/12,,juvenile,male,2680,1610,360,533,Blubber; bloodspot; whisker (stable isotope),,Rob Harcourt,Macquarie University,CTD Satellite Relay Data Loggers are used to explore how marine mammal behaviour relates to their oceanic environment. Loggers developped at the University of St Andrews Sea Mammal Research Unit transmit data in near real time via the Argo satellite system,http://opendap-vpac.arcs.org.au/thredds/catalog/IMOS/AATAMS/marine_mammal_ctd-tag/2012_ct77_Casey/ct77-701-12/,765ab93f-64dd-434a-8f43-0f63133c70b9
113,ct77,ct77-823-12         ,104943,11823,Q9900504       ,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-66.333333,110.466667,Casey Station,Australia Antarctic Territory,6/3/12,,juvenile,male,2690,1900,580,618,Blubber; bloodspot; whisker (stable isotope),,Rob Harcourt,Macquarie University,CTD Satellite Relay Data Loggers are used to explore how marine mammal behaviour relates to their oceanic environment. Loggers developped at the University of St Andrews Sea Mammal Research Unit transmit data in near real time via the Argo satellite system,http://opendap-vpac.arcs.org.au/thredds/catalog/IMOS/AATAMS/marine_mammal_ctd-tag/2012_ct77_Casey/ct77-823-12/,2569fcc1-7ce4-4df7-b7f0-bc59cf259af0
