pkid,sattag_program,device_id,ptt,body,device_wmo_ref,tag_type,common_name,species,release_lat,release_lon,release_site,state_country,release_date,recovery_date,age_class,sex,length,girth,estimated_mass,actual_mass,sample,comment,pi,institution,abstract,opendap_url,metadata
118,ct78,ct78-450-12         ,54617,11450,Q9900509       ,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-68.576389,77.968889,Davis Station,Australia Antarctic Territory,4/3/12,,juvenile,male,2710,2080,610,450,Bloodspot; whisker (stable isotope),,Rob Harcourt,Macquarie University,CTD Satellite Relay Data Loggers are used to explore how marine mammal behaviour relates to their oceanic environment. Loggers developped at the University of St Andrews Sea Mammal Research Unit transmit data in near real time via the Argo satellite system,http://opendap-vpac.arcs.org.au/thredds/catalog/IMOS/AATAMS/marine_mammal_ctd-tag/2012_ct78_Davis/ct78-450-12/,54e09347-628c-44e6-b375-2355988a68af
,ct78,ct78-454-12,54721,11454,,,,,-68.576389,77.968889,,,11/2/12,,juvenile,male,1880,1460,242,250,Bloodspot; whisker (stable isotope),,Rob Harcourt,Macquarie University,,,
,ct78,ct78-456-12,54600,11456,,,,,-68.576389,77.968889,,,,,,,,,,,,,Rob Harcourt,Macquarie University,,,
119,ct78,ct78-459-12         ,54644,11459,Q9900510       ,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-68.576389,77.968889,Davis Station,Australia Antarctic Territory,25/2/12,,juvenile,male,2460,1940,,400,Blubber; bloodspot; whisker (stable isotope),,Rob Harcourt,Macquarie University,CTD Satellite Relay Data Loggers are used to explore how marine mammal behaviour relates to their oceanic environment. Loggers developped at the University of St Andrews Sea Mammal Research Unit transmit data in near real time via the Argo satellite system,http://opendap-vpac.arcs.org.au/thredds/catalog/IMOS/AATAMS/marine_mammal_ctd-tag/2012_ct78_Davis/ct78-459-12/,cbf70f5f-e685-4aca-81ad-13cdf5fff375
120,ct78,ct78-460-12         ,54593,11460,           ,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-68.576389,77.968889,Davis Station,Australia Antarctic Territory,27/2/12,,juvenile,male,2740,2200,482,400,Bloodspot; whisker (stable isotope),,Rob Harcourt,Macquarie University,CTD Satellite Relay Data Loggers are used to explore how marine mammal behaviour relates to their oceanic environment. Loggers developped at the University of St Andrews Sea Mammal Research Unit transmit data in near real time via the Argo satellite system,http://opendap-vpac.arcs.org.au/thredds/catalog/IMOS/AATAMS/marine_mammal_ctd-tag/2012_ct78_Davis/ct78-460-12/,3b99cd27-ef5a-431c-8d8d-0fbaa5327af4
121,ct78,ct78-461-12         ,54592,11461,Q9900511       ,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-68.576389,77.968889,Davis Station,Australia Antarctic Territory,24/4/12,,juvenile,male,1810,1460,205,200,Bloodspot; whisker (stable isotope),,Rob Harcourt,Macquarie University,CTD Satellite Relay Data Loggers are used to explore how marine mammal behaviour relates to their oceanic environment. Loggers developped at the University of St Andrews Sea Mammal Research Unit transmit data in near real time via the Argo satellite system,http://opendap-vpac.arcs.org.au/thredds/catalog/IMOS/AATAMS/marine_mammal_ctd-tag/2012_ct78_Davis/ct78-461-12/,ed891ca1-2d68-4fb6-a38e-0765a97adbd8
122,ct78,ct78-465-12         ,54979,11465,Q9900512       ,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-68.576389,77.968889,Davis Station,Australia Antarctic Territory,3/3/12,,juvenile,male,2410,1970,495,400,Bloodspot; whisker (stable isotope),,Rob Harcourt,Macquarie University,CTD Satellite Relay Data Loggers are used to explore how marine mammal behaviour relates to their oceanic environment. Loggers developped at the University of St Andrews Sea Mammal Research Unit transmit data in near real time via the Argo satellite system,http://opendap-vpac.arcs.org.au/thredds/catalog/IMOS/AATAMS/marine_mammal_ctd-tag/2012_ct78_Davis/ct78-465-12/,b9b9fb4a-c842-4818-abf8-d762d7a07e4e
123,ct78,ct78-471-12         ,54643,11471,Q9900513       ,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-68.576389,77.968889,Davis Station,Australia Antarctic Territory,5/3/12,,juvenile,male,2530,2020,542,500,Bloodspot; whisker (stable isotope),,Rob Harcourt,Macquarie University,CTD Satellite Relay Data Loggers are used to explore how marine mammal behaviour relates to their oceanic environment. Loggers developped at the University of St Andrews Sea Mammal Research Unit transmit data in near real time via the Argo satellite system,http://opendap-vpac.arcs.org.au/thredds/catalog/IMOS/AATAMS/marine_mammal_ctd-tag/2012_ct78_Davis/ct78-471-12/,95f74e56-6996-41a2-8dda-b5f022f5c2ee
124,ct78,ct78-472-12         ,54642,11472,Q9900514       ,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-68.576389,77.968889,Davis Station,Australia Antarctic Territory,6/3/12,,juvenile,male,2740,2150,544,420,Bloodspot; whisker (stable isotope),,Rob Harcourt,Macquarie University,CTD Satellite Relay Data Loggers are used to explore how marine mammal behaviour relates to their oceanic environment. Loggers developped at the University of St Andrews Sea Mammal Research Unit transmit data in near real time via the Argo satellite system,http://opendap-vpac.arcs.org.au/thredds/catalog/IMOS/AATAMS/marine_mammal_ctd-tag/2012_ct78_Davis/ct78-472-12/,bbfd2bdb-9b85-406a-850c-a3cafbe1589e
125,ct78,ct78-497-12         ,104945,11497,Q9900515       ,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-68.576389,77.968889,Davis Station,Australia Antarctic Territory,27/2/12,,juvenile,male,1930,1570,304,260,Bloodspot; whisker (stable isotope),,Rob Harcourt,Macquarie University,CTD Satellite Relay Data Loggers are used to explore how marine mammal behaviour relates to their oceanic environment. Loggers developped at the University of St Andrews Sea Mammal Research Unit transmit data in near real time via the Argo satellite system,http://opendap-vpac.arcs.org.au/thredds/catalog/IMOS/AATAMS/marine_mammal_ctd-tag/2012_ct78_Davis/ct78-497-12/,9a2533c7-61a0-4ee8-9ba6-931b2ba556f5
126,ct78,ct78-498-12         ,104914,11498,Q9900516       ,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-68.576389,77.968889,Davis Station,Australia Antarctic Territory,7/3/12,,juvenile,male,2510,1980,485,480,Bloodspot; whisker (stable isotope),,Rob Harcourt,Macquarie University,CTD Satellite Relay Data Loggers are used to explore how marine mammal behaviour relates to their oceanic environment. Loggers developped at the University of St Andrews Sea Mammal Research Unit transmit data in near real time via the Argo satellite system,http://opendap-vpac.arcs.org.au/thredds/catalog/IMOS/AATAMS/marine_mammal_ctd-tag/2012_ct78_Davis/ct78-498-12/,7613f8bc-ee0a-4867-b727-edea800ae6f3
127,ct78,ct78-523-12         ,104929,11523,Q9900517       ,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-68.576389,77.968889,Davis Station,Australia Antarctic Territory,2/3/12,,juvenile,male,2470,1920,397,420,Bloodspot; whisker (stable isotope),,Rob Harcourt,Macquarie University,CTD Satellite Relay Data Loggers are used to explore how marine mammal behaviour relates to their oceanic environment. Loggers developped at the University of St Andrews Sea Mammal Research Unit transmit data in near real time via the Argo satellite system,http://opendap-vpac.arcs.org.au/thredds/catalog/IMOS/AATAMS/marine_mammal_ctd-tag/2012_ct78_Davis/ct78-523-12/,88422b15-9db8-490c-b9bc-e7bbbfdf038f
128,ct78,ct78-700-12         ,104923,11700,Q9900518       ,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-68.576389,77.968889,Davis Station,Australia Antarctic Territory,20/2/12,,juvenile,male,2080,1660,319,350,Bloodspot; whisker (stable isotope),,Rob Harcourt,Macquarie University,CTD Satellite Relay Data Loggers are used to explore how marine mammal behaviour relates to their oceanic environment. Loggers developped at the University of St Andrews Sea Mammal Research Unit transmit data in near real time via the Argo satellite system,http://opendap-vpac.arcs.org.au/thredds/catalog/IMOS/AATAMS/marine_mammal_ctd-tag/2012_ct78_Davis/ct78-700-12/,6015022a-1c43-4cfa-835c-885a1ef400ab
129,ct78,ct78-706-12         ,104944,11706,Q9900472       ,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-68.576389,77.968889,Davis Station,Australia Antarctic Territory,14/2/12,,juvenile,male,2190,1870,375,420,Blubber; bloodspot; whisker (stable isotope),,Rob Harcourt,Macquarie University,CTD Satellite Relay Data Loggers are used to explore how marine mammal behaviour relates to their oceanic environment. Loggers developped at the University of St Andrews Sea Mammal Research Unit transmit data in near real time via the Argo satellite system,http://opendap-vpac.arcs.org.au/thredds/catalog/IMOS/AATAMS/marine_mammal_ctd-tag/2012_ct78_Davis/ct78-706-12/,246104a8-b159-4f42-8d35-40e4e71fd260
130,ct78,ct78-758-12         ,104938,11758,           ,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-68.576389,77.968889,Davis Station,Australia Antarctic Territory,,,juvenile,male,,,,,,,Rob Harcourt,Macquarie University,CTD Satellite Relay Data Loggers are used to explore how marine mammal behaviour relates to their oceanic environment. Loggers developped at the University of St Andrews Sea Mammal Research Unit transmit data in near real time via the Argo satellite system,http://opendap-vpac.arcs.org.au/thredds/catalog/IMOS/AATAMS/marine_mammal_ctd-tag/2012_ct78_Davis/ct78-758-12/,dde138c3-a375-4f39-a6b8-5e21c794b7c3
131,ct78,ct78-820-12         ,104941,11820,Q9900519       ,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-68.576389,77.968889,Davis Station,Australia Antarctic Territory,3/3/12,,juvenile,male,2230,1800,378,350,Bloodspot; whisker (stable isotope),,Rob Harcourt,Macquarie University,CTD Satellite Relay Data Loggers are used to explore how marine mammal behaviour relates to their oceanic environment. Loggers developped at the University of St Andrews Sea Mammal Research Unit transmit data in near real time via the Argo satellite system,http://opendap-vpac.arcs.org.au/thredds/catalog/IMOS/AATAMS/marine_mammal_ctd-tag/2012_ct78_Davis/ct78-820-12/,2e2569d4-446f-4610-8a0f-1b2abb5fd001
132,ct78,ct78-821-12         ,104926,11821,Q9900520       ,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-68.576389,77.968889,Davis Station,Australia Antarctic Territory,4/3/12,,juvenile,male,2390,1830,402,450,Bloodspot; whisker (stable isotope),,Rob Harcourt,Macquarie University,CTD Satellite Relay Data Loggers are used to explore how marine mammal behaviour relates to their oceanic environment. Loggers developped at the University of St Andrews Sea Mammal Research Unit transmit data in near real time via the Argo satellite system,http://opendap-vpac.arcs.org.au/thredds/catalog/IMOS/AATAMS/marine_mammal_ctd-tag/2012_ct78_Davis/ct78-821-12/,9bb929ae-b51e-4773-bdf7-a3f5eb8b9d8b
133,ct78,ct78-826-12         ,104917,11826,Q9900521       ,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-68.576389,77.968889,Davis Station,Australia Antarctic Territory,1/3/12,,juvenile,male,2070,1600,313,280,Bloodspot; whisker (stable isotope),,Rob Harcourt,Macquarie University,CTD Satellite Relay Data Loggers are used to explore how marine mammal behaviour relates to their oceanic environment. Loggers developped at the University of St Andrews Sea Mammal Research Unit transmit data in near real time via the Argo satellite system,http://opendap-vpac.arcs.org.au/thredds/catalog/IMOS/AATAMS/marine_mammal_ctd-tag/2012_ct78_Davis/ct78-826-12/,5f493147-7e1c-466a-9ac3-714e250d551a
134,ct78,ct78-828-12         ,104918,11828,Q9900522       ,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-68.576389,77.968889,Davis Station,Australia Antarctic Territory,5/3/12,,juvenile,male,2680,2300,618,650,Bloodspot; whisker (stable isotope),,Rob Harcourt,Macquarie University,CTD Satellite Relay Data Loggers are used to explore how marine mammal behaviour relates to their oceanic environment. Loggers developped at the University of St Andrews Sea Mammal Research Unit transmit data in near real time via the Argo satellite system,http://opendap-vpac.arcs.org.au/thredds/catalog/IMOS/AATAMS/marine_mammal_ctd-tag/2012_ct78_Davis/ct78-828-12/,043a3c8e-310b-48dc-8197-eb1c11b0f1c7
135,ct78,ct78-829-12         ,104920,11829,Q9900523       ,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-68.576389,77.968889,Davis Station,Australia Antarctic Territory,1/3/12,,juvenile,male,2570,2100,485,540,Bloodspot; whisker (stable isotope),,Rob Harcourt,Macquarie University,CTD Satellite Relay Data Loggers are used to explore how marine mammal behaviour relates to their oceanic environment. Loggers developped at the University of St Andrews Sea Mammal Research Unit transmit data in near real time via the Argo satellite system,http://opendap-vpac.arcs.org.au/thredds/catalog/IMOS/AATAMS/marine_mammal_ctd-tag/2012_ct78_Davis/ct78-829-12/,b0c75ef4-02b0-4597-a24b-8e887d3207b3
136,ct78,ct78-851-12         ,104924,11851,Q9900524       ,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-68.576389,77.968889,Davis Station,Australia Antarctic Territory,28/2/12,,juvenile,male,2580,1980,460,450,Bloodspot; whisker (stable isotope),,Rob Harcourt,Macquarie University,CTD Satellite Relay Data Loggers are used to explore how marine mammal behaviour relates to their oceanic environment. Loggers developped at the University of St Andrews Sea Mammal Research Unit transmit data in near real time via the Argo satellite system,http://opendap-vpac.arcs.org.au/thredds/catalog/IMOS/AATAMS/marine_mammal_ctd-tag/2012_ct78_Davis/ct78-851-12/,fb837783-44ef-4ecf-b300-7e6e1b24eddb
137,ct78,ct78-852-12         ,104937,11852,Q9900525       ,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-68.576389,77.968889,Davis Station,Australia Antarctic Territory,2/3/12,,juvenile,male,2700,2440,454,400,Blubber; bloodspot; whisker (stable isotope),,Rob Harcourt,Macquarie University,CTD Satellite Relay Data Loggers are used to explore how marine mammal behaviour relates to their oceanic environment. Loggers developped at the University of St Andrews Sea Mammal Research Unit transmit data in near real time via the Argo satellite system,http://opendap-vpac.arcs.org.au/thredds/catalog/IMOS/AATAMS/marine_mammal_ctd-tag/2012_ct78_Davis/ct78-852-12/,cd8b5aa3-2676-4530-a837-b7420107cf11
138,ct78,ct78-875-12         ,104933,11875,Q9900450       ,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-68.576389,77.968889,Davis Station,Australia Antarctic Territory,5/2/12,,juvenile,male,2540,1980,350,400,Blubber; bloodspot; whisker (stable isotope),,Rob Harcourt,Macquarie University,CTD Satellite Relay Data Loggers are used to explore how marine mammal behaviour relates to their oceanic environment. Loggers developped at the University of St Andrews Sea Mammal Research Unit transmit data in near real time via the Argo satellite system,http://opendap-vpac.arcs.org.au/thredds/catalog/IMOS/AATAMS/marine_mammal_ctd-tag/2012_ct78_Davis/ct78-875-12/,a05daa93-a4af-4e0b-8f71-d5313bf302fd
139,ct78,ct78-878-12         ,104930,11878,Q9900451       ,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-68.576389,77.968889,Davis Station,Australia Antarctic Territory,5/2/12,,juvenile,male,2290,,335,375,Blubber; bloodspot; whisker (stable isotope),,Rob Harcourt,Macquarie University,CTD Satellite Relay Data Loggers are used to explore how marine mammal behaviour relates to their oceanic environment. Loggers developped at the University of St Andrews Sea Mammal Research Unit transmit data in near real time via the Argo satellite system,http://opendap-vpac.arcs.org.au/thredds/catalog/IMOS/AATAMS/marine_mammal_ctd-tag/2012_ct78_Davis/ct78-878-12/,681bed63-88c1-40c6-bd0c-87bcbe962352
140,ct78,ct78-879-12         ,104934,11879,Q9900452       ,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-68.576389,77.968889,Davis Station,Australia Antarctic Territory,5/2/12,,juvenile,male,3270,2510,790,600,Blubber; bloodspot; whisker (stable isotope),,Rob Harcourt,Macquarie University,CTD Satellite Relay Data Loggers are used to explore how marine mammal behaviour relates to their oceanic environment. Loggers developped at the University of St Andrews Sea Mammal Research Unit transmit data in near real time via the Argo satellite system,http://opendap-vpac.arcs.org.au/thredds/catalog/IMOS/AATAMS/marine_mammal_ctd-tag/2012_ct78_Davis/ct78-879-12/,7177e32b-9fa1-4c64-aec1-fe49e92aeafc
,ct78,ct78-879x-12,104934,11879,,,,,-68.576389,77.968889,,,,,,,,,,,,,Rob Harcourt,Macquarie University,,,
141,ct78,ct78-892-12         ,104927,11892,Q9900453       ,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-68.576389,77.968889,Davis Station,Australia Antarctic Territory,6/2/12,,juvenile,male,2380,1870,382,400,Bloodspot; whisker (stable isotope),,Rob Harcourt,Macquarie University,CTD Satellite Relay Data Loggers are used to explore how marine mammal behaviour relates to their oceanic environment. Loggers developped at the University of St Andrews Sea Mammal Research Unit transmit data in near real time via the Argo satellite system,http://opendap-vpac.arcs.org.au/thredds/catalog/IMOS/AATAMS/marine_mammal_ctd-tag/2012_ct78_Davis/ct78-892-12/,2186e1d4-6f0c-4446-b396-a48b5dace13e
,ct78,ct78-892x-12,104927,11892,,,,,-68.576389,77.968889,,,,,,,,,,,,,Rob Harcourt,Macquarie University,,,
53,ct78d,ct78d-760-11        ,104928,11760,Q9900428       ,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-68.576389,77.968889,Davis Station,Australia Antarctic Territory,9/3/11,,juvenile,male,2250,1720,,440,Blubber; bloodspot; whisker (stable isotope),,Rob Harcourt,Macquarie University,CTD Satellite Relay Data Loggers are used to explore how marine mammal behaviour relates to their oceanic environment. Loggers developped at the University of St Andrews Sea Mammal Research Unit transmit data in near real time via the Argo satellite system,http://opendap-vpac.arcs.org.au/thredds/catalog/IMOS/AATAMS/marine_mammal_ctd-tag/2011_ct78d_Davis/ct78d-760-11/,43c9fa97-181f-4c8e-9c3a-d39226f5f579
54,ct78d,ct78d-D351-11       ,44657,11351,Q9900414       ,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-68.576389,77.968889,Davis Station,Australia Antarctic Territory,5/3/11,,juvenile,male,2650,1850,,504,Blubber; bloodspot; whisker (stable isotope),,Rob Harcourt,Macquarie University,CTD Satellite Relay Data Loggers are used to explore how marine mammal behaviour relates to their oceanic environment. Loggers developped at the University of St Andrews Sea Mammal Research Unit transmit data in near real time via the Argo satellite system,http://opendap-vpac.arcs.org.au/thredds/catalog/IMOS/AATAMS/marine_mammal_ctd-tag/2011_ct78d_Davis/ct78d-D351-11/,3ded4bfa-e650-43f6-b834-3d67e5840498
55,ct78d,ct78d-D358-11       ,44803,11358,Q9900415       ,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-68.576389,77.968889,Davis Station,Australia Antarctic Territory,1/3/11,,juvenile,male,2140,1570,,392,Blubber; bloodspot; whisker (stable isotope),,Rob Harcourt,Macquarie University,CTD Satellite Relay Data Loggers are used to explore how marine mammal behaviour relates to their oceanic environment. Loggers developped at the University of St Andrews Sea Mammal Research Unit transmit data in near real time via the Argo satellite system,http://opendap-vpac.arcs.org.au/thredds/catalog/IMOS/AATAMS/marine_mammal_ctd-tag/2011_ct78d_Davis/ct78d-D358-11/,f7b1f43f-05da-419c-9f68-51eee33645ed
56,ct78d,ct78d-D361-11       ,44655,11361,Q9900416       ,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-68.576389,77.968889,Davis Station,Australia Antarctic Territory,1/3/11,,juvenile,male,2040,1420,,366,Blubber; bloodspot; whisker (stable isotope),,Rob Harcourt,Macquarie University,CTD Satellite Relay Data Loggers are used to explore how marine mammal behaviour relates to their oceanic environment. Loggers developped at the University of St Andrews Sea Mammal Research Unit transmit data in near real time via the Argo satellite system,http://opendap-vpac.arcs.org.au/thredds/catalog/IMOS/AATAMS/marine_mammal_ctd-tag/2011_ct78d_Davis/ct78d-D361-11/,f2e2c938-729e-4143-91ec-52f444965b5f
57,ct78d,ct78d-D362-11       ,44505,11362,Q9900417       ,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-68.576389,77.968889,Davis Station,Australia Antarctic Territory,4/3/11,,juvenile,male,2590,1750,,490,Blubber; bloodspot; whisker (stable isotope),,Rob Harcourt,Macquarie University,CTD Satellite Relay Data Loggers are used to explore how marine mammal behaviour relates to their oceanic environment. Loggers developped at the University of St Andrews Sea Mammal Research Unit transmit data in near real time via the Argo satellite system,http://opendap-vpac.arcs.org.au/thredds/catalog/IMOS/AATAMS/marine_mammal_ctd-tag/2011_ct78d_Davis/ct78d-D362-11/,0c1c9001-a8af-4e55-a0c7-ae8912d896c4
58,ct78d,ct78d-D398-11       ,44502,11398,Q9900418       ,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-68.576389,77.968889,Davis Station,Australia Antarctic Territory,7/3/11,,juvenile,male,2350,1690,,420,Blubber; bloodspot; whisker (stable isotope),,Rob Harcourt,Macquarie University,CTD Satellite Relay Data Loggers are used to explore how marine mammal behaviour relates to their oceanic environment. Loggers developped at the University of St Andrews Sea Mammal Research Unit transmit data in near real time via the Argo satellite system,http://opendap-vpac.arcs.org.au/thredds/catalog/IMOS/AATAMS/marine_mammal_ctd-tag/2011_ct78d_Davis/ct78d-D398-11/,7d431522-6d02-49a5-8037-7575f4cf3477
59,ct78d,ct78d-D400-11       ,44504,11400,Q9900419       ,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-68.576389,77.968889,Davis Station,Australia Antarctic Territory,5/3/11,,juvenile,male,2740,2160,,656,Blubber; bloodspot; whisker (stable isotope),,Rob Harcourt,Macquarie University,CTD Satellite Relay Data Loggers are used to explore how marine mammal behaviour relates to their oceanic environment. Loggers developped at the University of St Andrews Sea Mammal Research Unit transmit data in near real time via the Argo satellite system,http://opendap-vpac.arcs.org.au/thredds/catalog/IMOS/AATAMS/marine_mammal_ctd-tag/2011_ct78d_Davis/ct78d-D400-11/,a728ac00-56d7-4c60-aae0-7d92de6ff4d4
60,ct78d,ct78d-D408-11       ,54661,11408,Q9900420       ,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-68.576389,77.968889,Davis Station,Australia Antarctic Territory,1/3/11,,juvenile,male,2300,1740,,416,Blubber; bloodspot; whisker (stable isotope),,Rob Harcourt,Macquarie University,CTD Satellite Relay Data Loggers are used to explore how marine mammal behaviour relates to their oceanic environment. Loggers developped at the University of St Andrews Sea Mammal Research Unit transmit data in near real time via the Argo satellite system,http://opendap-vpac.arcs.org.au/thredds/catalog/IMOS/AATAMS/marine_mammal_ctd-tag/2011_ct78d_Davis/ct78d-D408-11/,9655b4a5-f89e-4202-94da-341c0aa05bad
61,ct78d,ct78d-D484-11       ,54664,11484,Q9900421       ,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-68.576389,77.968889,Davis Station,Australia Antarctic Territory,5/3/11,,juvenile,male,2300,1600,,395,Blubber; bloodspot; whisker (stable isotope),,Rob Harcourt,Macquarie University,CTD Satellite Relay Data Loggers are used to explore how marine mammal behaviour relates to their oceanic environment. Loggers developped at the University of St Andrews Sea Mammal Research Unit transmit data in near real time via the Argo satellite system,http://opendap-vpac.arcs.org.au/thredds/catalog/IMOS/AATAMS/marine_mammal_ctd-tag/2011_ct78d_Davis/ct78d-D484-11/,d58e68d5-7c57-4162-b624-a9f46c81561d
62,ct78d,ct78d-D487-11       ,54696,11487,Q9900422       ,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-68.576389,77.968889,Davis Station,Australia Antarctic Territory,1/3/11,,juvenile,male,1660,1210,,186,Blubber; bloodspot; whisker (stable isotope),,Rob Harcourt,Macquarie University,CTD Satellite Relay Data Loggers are used to explore how marine mammal behaviour relates to their oceanic environment. Loggers developped at the University of St Andrews Sea Mammal Research Unit transmit data in near real time via the Argo satellite system,http://opendap-vpac.arcs.org.au/thredds/catalog/IMOS/AATAMS/marine_mammal_ctd-tag/2011_ct78d_Davis/ct78d-D487-11/,66339aa1-4774-4e0f-8770-4a8bc0bbe2fb
63,ct78d,ct78d-D489-11       ,54652,11489,Q9900423       ,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-68.576389,77.968889,Davis Station,Australia Antarctic Territory,7/3/11,,juvenile,male,2360,1680,,411,Blubber; bloodspot; whisker (stable isotope),,Rob Harcourt,Macquarie University,CTD Satellite Relay Data Loggers are used to explore how marine mammal behaviour relates to their oceanic environment. Loggers developped at the University of St Andrews Sea Mammal Research Unit transmit data in near real time via the Argo satellite system,http://opendap-vpac.arcs.org.au/thredds/catalog/IMOS/AATAMS/marine_mammal_ctd-tag/2011_ct78d_Davis/ct78d-D489-11/,ca6d3520-d340-4f46-8a6b-ef98995d9ff1
64,ct78d,ct78d-D496-11       ,104922,11496,Q9900424       ,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-68.576389,77.968889,Davis Station,Australia Antarctic Territory,25/2/11,,juvenile,male,2300,1660,,360,Blubber; bloodspot; whisker (stable isotope),,Rob Harcourt,Macquarie University,CTD Satellite Relay Data Loggers are used to explore how marine mammal behaviour relates to their oceanic environment. Loggers developped at the University of St Andrews Sea Mammal Research Unit transmit data in near real time via the Argo satellite system,http://opendap-vpac.arcs.org.au/thredds/catalog/IMOS/AATAMS/marine_mammal_ctd-tag/2011_ct78d_Davis/ct78d-D496-11/,86bfbb35-ef0c-4206-9722-0feabf4facd4
65,ct78d,ct78d-D677-11       ,104919,11677,Q9900425       ,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-68.576389,77.968889,Davis Station,Australia Antarctic Territory,25/2/11,,juvenile,male,2570,2050,,515,Blubber; bloodspot; whisker (stable isotope),,Rob Harcourt,Macquarie University,CTD Satellite Relay Data Loggers are used to explore how marine mammal behaviour relates to their oceanic environment. Loggers developped at the University of St Andrews Sea Mammal Research Unit transmit data in near real time via the Argo satellite system,http://opendap-vpac.arcs.org.au/thredds/catalog/IMOS/AATAMS/marine_mammal_ctd-tag/2011_ct78d_Davis/ct78d-D677-11/,e17c3d96-c6f0-4cd8-b3f8-82277f74fe02
66,ct78d,ct78d-D703-11       ,104915,11703,Q9900426       ,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-68.576389,77.968889,Davis Station,Australia Antarctic Territory,26/2/11,,juvenile,male,2510,1900,,467,Blubber; bloodspot; whisker (stable isotope),,Rob Harcourt,Macquarie University,CTD Satellite Relay Data Loggers are used to explore how marine mammal behaviour relates to their oceanic environment. Loggers developped at the University of St Andrews Sea Mammal Research Unit transmit data in near real time via the Argo satellite system,http://opendap-vpac.arcs.org.au/thredds/catalog/IMOS/AATAMS/marine_mammal_ctd-tag/2011_ct78d_Davis/ct78d-D703-11/,7ade27a2-f5c3-4b6c-b76a-689e895481a5
67,ct78d,ct78d-D704-11       ,104913,11704,Q9900427       ,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-68.576389,77.968889,Davis Station,Australia Antarctic Territory,4/3/11,,juvenile,male,2400,1830,,475,Blubber; bloodspot; whisker (stable isotope),,Rob Harcourt,Macquarie University,CTD Satellite Relay Data Loggers are used to explore how marine mammal behaviour relates to their oceanic environment. Loggers developped at the University of St Andrews Sea Mammal Research Unit transmit data in near real time via the Argo satellite system,http://opendap-vpac.arcs.org.au/thredds/catalog/IMOS/AATAMS/marine_mammal_ctd-tag/2011_ct78d_Davis/ct78d-D704-11/,2d32c060-1802-4d04-af58-d836c0c135b5
68,ct78d,ct78d-D761-11       ,104940,11761,Q9900429       ,SMRU CTD tag,Southern Elephant Seal,Mirounga leonina,-68.576389,77.968889,Davis Station,Australia Antarctic Territory,4/3/11,,juvenile,male,2270,1690,,388,Blubber; bloodspot; whisker (stable isotope),,Rob Harcourt,Macquarie University,CTD Satellite Relay Data Loggers are used to explore how marine mammal behaviour relates to their oceanic environment. Loggers developped at the University of St Andrews Sea Mammal Research Unit transmit data in near real time via the Argo satellite system,http://opendap-vpac.arcs.org.au/thredds/catalog/IMOS/AATAMS/marine_mammal_ctd-tag/2011_ct78d_Davis/ct78d-D761-11/,1a222ff6-dcd5-4db1-844f-83e2ee85ed4b
